,parents,has_nurs,form,children,housing,social,health,class
7678,pretentious,0,foster,2,0,0,priority,3
7679,pretentious,0,foster,2,0,0,not_recom,0
7680,pretentious,0,foster,2,0,2,recommended,3
7681,pretentious,0,foster,2,0,2,priority,3
7682,pretentious,0,foster,2,0,2,not_recom,0
7683,pretentious,0,foster,2,0,1,recommended,3
7684,pretentious,0,foster,2,0,1,priority,3
7685,pretentious,0,foster,2,0,1,not_recom,0
7686,pretentious,0,foster,2,2,0,recommended,3
7687,pretentious,0,foster,2,2,0,priority,3
7688,pretentious,0,foster,2,2,0,not_recom,0
7689,pretentious,0,foster,2,2,2,recommended,3
7690,pretentious,0,foster,2,2,2,priority,3
7691,pretentious,0,foster,2,2,2,not_recom,0
7692,pretentious,0,foster,2,2,1,recommended,3
7693,pretentious,0,foster,2,2,1,priority,3
7694,pretentious,0,foster,2,2,1,not_recom,0
7695,pretentious,0,foster,2,2,0,recommended,3
7696,pretentious,0,foster,2,2,0,priority,3
7697,pretentious,0,foster,2,2,0,not_recom,0
7698,pretentious,0,foster,2,2,2,recommended,3
7699,pretentious,0,foster,2,2,2,priority,3
7700,pretentious,0,foster,2,2,2,not_recom,0
7701,pretentious,0,foster,2,2,1,recommended,3
7702,pretentious,0,foster,2,2,1,priority,3
7703,pretentious,0,foster,2,2,1,not_recom,0
7704,pretentious,0,foster,2,1,0,recommended,3
7705,pretentious,0,foster,2,1,0,priority,3
7706,pretentious,0,foster,2,1,0,not_recom,0
7707,pretentious,0,foster,2,1,2,recommended,3
7708,pretentious,0,foster,2,1,2,priority,3
7709,pretentious,0,foster,2,1,2,not_recom,0
7710,pretentious,0,foster,2,1,1,recommended,3
7711,pretentious,0,foster,2,1,1,priority,3
7712,pretentious,0,foster,2,1,1,not_recom,0
7713,pretentious,0,foster,2,1,0,recommended,3
7714,pretentious,0,foster,2,1,0,priority,3
7715,pretentious,0,foster,2,1,0,not_recom,0
7716,pretentious,0,foster,2,1,2,recommended,3
7717,pretentious,0,foster,2,1,2,priority,3
7718,pretentious,0,foster,2,1,2,not_recom,0
7719,pretentious,0,foster,2,1,1,recommended,3
7720,pretentious,0,foster,2,1,1,priority,3
7721,pretentious,0,foster,2,1,1,not_recom,0
7722,pretentious,0,foster,3,0,0,recommended,1
7723,pretentious,0,foster,3,0,0,priority,3
7724,pretentious,0,foster,3,0,0,not_recom,0
7725,pretentious,0,foster,3,0,2,recommended,1
7726,pretentious,0,foster,3,0,2,priority,3
7727,pretentious,0,foster,3,0,2,not_recom,0
7728,pretentious,0,foster,3,0,1,recommended,3
7729,pretentious,0,foster,3,0,1,priority,3
7730,pretentious,0,foster,3,0,1,not_recom,0
7731,pretentious,0,foster,3,0,0,recommended,3
7732,pretentious,0,foster,3,0,0,priority,3
7733,pretentious,0,foster,3,0,0,not_recom,0
7734,pretentious,0,foster,3,0,2,recommended,3
7735,pretentious,0,foster,3,0,2,priority,3
7736,pretentious,0,foster,3,0,2,not_recom,0
7737,pretentious,0,foster,3,0,1,recommended,3
7738,pretentious,0,foster,3,0,1,priority,3
7739,pretentious,0,foster,3,0,1,not_recom,0
7740,pretentious,0,foster,3,2,0,recommended,3
7741,pretentious,0,foster,3,2,0,priority,3
7742,pretentious,0,foster,3,2,0,not_recom,0
7743,pretentious,0,foster,3,2,2,recommended,3
7744,pretentious,0,foster,3,2,2,priority,3
7745,pretentious,0,foster,3,2,2,not_recom,0
7746,pretentious,0,foster,3,2,1,recommended,3
7747,pretentious,0,foster,3,2,1,priority,3
7748,pretentious,0,foster,3,2,1,not_recom,0
7749,pretentious,0,foster,3,2,0,recommended,3
7750,pretentious,0,foster,3,2,0,priority,3
7751,pretentious,0,foster,3,2,0,not_recom,0
7752,pretentious,0,foster,3,2,2,recommended,3
7753,pretentious,0,foster,3,2,2,priority,3
7754,pretentious,0,foster,3,2,2,not_recom,0
7755,pretentious,0,foster,3,2,1,recommended,3
7756,pretentious,0,foster,3,2,1,priority,3
7757,pretentious,0,foster,3,2,1,not_recom,0
7758,pretentious,0,foster,3,1,0,recommended,3
7759,pretentious,0,foster,3,1,0,priority,3
7760,pretentious,0,foster,3,1,0,not_recom,0
7761,pretentious,0,foster,3,1,2,recommended,3
7762,pretentious,0,foster,3,1,2,priority,3
7763,pretentious,0,foster,3,1,2,not_recom,0
7764,pretentious,0,foster,3,1,1,recommended,3
7765,pretentious,0,foster,3,1,1,priority,3
7766,pretentious,0,foster,3,1,1,not_recom,0
7767,pretentious,0,foster,3,1,0,recommended,3
7768,pretentious,0,foster,3,1,0,priority,3
7769,pretentious,0,foster,3,1,0,not_recom,0
7770,pretentious,0,foster,3,1,2,recommended,3
7771,pretentious,0,foster,3,1,2,priority,3
7772,pretentious,0,foster,3,1,2,not_recom,0
7773,pretentious,0,foster,3,1,1,recommended,3
7774,pretentious,0,foster,3,1,1,priority,3
7775,pretentious,0,foster,3,1,1,not_recom,0
7776,pretentious,4,complete,0,0,0,recommended,1
7777,pretentious,4,complete,0,0,0,priority,1
7778,pretentious,4,complete,0,0,0,not_recom,0
7779,pretentious,4,complete,0,0,2,recommended,1
7780,pretentious,4,complete,0,0,2,priority,1
7781,pretentious,4,complete,0,0,2,not_recom,0
7782,pretentious,4,complete,0,0,1,recommended,1
7783,pretentious,4,complete,0,0,1,priority,1
7784,pretentious,4,complete,0,0,1,not_recom,0
7785,pretentious,4,complete,0,0,0,recommended,1
7786,pretentious,4,complete,0,0,0,priority,3
7787,pretentious,4,complete,0,0,0,not_recom,0
7788,pretentious,4,complete,0,0,2,recommended,1
7789,pretentious,4,complete,0,0,2,priority,3
7790,pretentious,4,complete,0,0,2,not_recom,0
7791,pretentious,4,complete,0,0,1,recommended,3
7792,pretentious,4,complete,0,0,1,priority,3
7793,pretentious,4,complete,0,0,1,not_recom,0
7794,pretentious,4,complete,0,2,0,recommended,1
7795,pretentious,4,complete,0,2,0,priority,3
7796,pretentious,4,complete,0,2,0,not_recom,0
7797,pretentious,4,complete,0,2,2,recommended,1
7798,pretentious,4,complete,0,2,2,priority,3
7799,pretentious,4,complete,0,2,2,not_recom,0
7800,pretentious,4,complete,0,2,1,recommended,3
7801,pretentious,4,complete,0,2,1,priority,3
7802,pretentious,4,complete,0,2,1,not_recom,0
7803,pretentious,4,complete,0,2,0,recommended,1
7804,pretentious,4,complete,0,2,0,priority,3
7805,pretentious,4,complete,0,2,0,not_recom,0
7806,pretentious,4,complete,0,2,2,recommended,1
7807,pretentious,4,complete,0,2,2,priority,3
7808,pretentious,4,complete,0,2,2,not_recom,0
7809,pretentious,4,complete,0,2,1,recommended,3
7810,pretentious,4,complete,0,2,1,priority,3
7811,pretentious,4,complete,0,2,1,not_recom,0
7812,pretentious,4,complete,0,1,0,recommended,1
7813,pretentious,4,complete,0,1,0,priority,3
7814,pretentious,4,complete,0,1,0,not_recom,0
7815,pretentious,4,complete,0,1,2,recommended,1
7816,pretentious,4,complete,0,1,2,priority,3
7817,pretentious,4,complete,0,1,2,not_recom,0
7818,pretentious,4,complete,0,1,1,recommended,3
7819,pretentious,4,complete,0,1,1,priority,3
7820,pretentious,4,complete,0,1,1,not_recom,0
7821,pretentious,4,complete,0,1,0,recommended,1
7822,pretentious,4,complete,0,1,0,priority,3
7823,pretentious,4,complete,0,1,0,not_recom,0
7824,pretentious,4,complete,0,1,2,recommended,1
7825,pretentious,4,complete,0,1,2,priority,3
7826,pretentious,4,complete,0,1,2,not_recom,0
7827,pretentious,4,complete,0,1,1,recommended,3
7828,pretentious,4,complete,0,1,1,priority,3
7829,pretentious,4,complete,0,1,1,not_recom,0
7830,pretentious,4,complete,1,0,0,recommended,1
7831,pretentious,4,complete,1,0,0,priority,3
7832,pretentious,4,complete,1,0,0,not_recom,0
7833,pretentious,4,complete,1,0,2,recommended,1
7834,pretentious,4,complete,1,0,2,priority,3
7835,pretentious,4,complete,1,0,2,not_recom,0
7836,pretentious,4,complete,1,0,1,recommended,3
7837,pretentious,4,complete,1,0,1,priority,3
7838,pretentious,4,complete,1,0,1,not_recom,0
7839,pretentious,4,complete,1,0,0,recommended,1
7840,pretentious,4,complete,1,0,0,priority,3
7841,pretentious,4,complete,1,0,0,not_recom,0
7842,pretentious,4,complete,1,0,2,recommended,1
7843,pretentious,4,complete,1,0,2,priority,3
7844,pretentious,4,complete,1,0,2,not_recom,0
7845,pretentious,4,complete,1,0,1,recommended,3
7846,pretentious,4,complete,1,0,1,priority,3
7847,pretentious,4,complete,1,0,1,not_recom,0
7848,pretentious,4,complete,1,2,0,recommended,1
7849,pretentious,4,complete,1,2,0,priority,3
7850,pretentious,4,complete,1,2,0,not_recom,0
7851,pretentious,4,complete,1,2,2,recommended,1
7852,pretentious,4,complete,1,2,2,priority,3
7853,pretentious,4,complete,1,2,2,not_recom,0
7854,pretentious,4,complete,1,2,1,recommended,3
7855,pretentious,4,complete,1,2,1,priority,3
7856,pretentious,4,complete,1,2,1,not_recom,0
7857,pretentious,4,complete,1,2,0,recommended,1
7858,pretentious,4,complete,1,2,0,priority,3
7859,pretentious,4,complete,1,2,0,not_recom,0
7860,pretentious,4,complete,1,2,2,recommended,1
7861,pretentious,4,complete,1,2,2,priority,3
7862,pretentious,4,complete,1,2,2,not_recom,0
7863,pretentious,4,complete,1,2,1,recommended,3
7864,pretentious,4,complete,1,2,1,priority,3
7865,pretentious,4,complete,1,2,1,not_recom,0
7866,pretentious,4,complete,1,1,0,recommended,3
7867,pretentious,4,complete,1,1,0,priority,3
7868,pretentious,4,complete,1,1,0,not_recom,0
7869,pretentious,4,complete,1,1,2,recommended,3
7870,pretentious,4,complete,1,1,2,priority,3
7871,pretentious,4,complete,1,1,2,not_recom,0
7872,pretentious,4,complete,1,1,1,recommended,3
7873,pretentious,4,complete,1,1,1,priority,3
7874,pretentious,4,complete,1,1,1,not_recom,0
7875,pretentious,4,complete,1,1,0,recommended,3
7876,pretentious,4,complete,1,1,0,priority,3
7877,pretentious,4,complete,1,1,0,not_recom,0
7878,pretentious,4,complete,1,1,2,recommended,3
7879,pretentious,4,complete,1,1,2,priority,3
7880,pretentious,4,complete,1,1,2,not_recom,0
7881,pretentious,4,complete,1,1,1,recommended,3
7882,pretentious,4,complete,1,1,1,priority,3
7883,pretentious,4,complete,1,1,1,not_recom,0
7884,pretentious,4,complete,2,0,0,recommended,1
7885,pretentious,4,complete,2,0,0,priority,3
7886,pretentious,4,complete,2,0,0,not_recom,0
7887,pretentious,4,complete,2,0,2,recommended,1
7888,pretentious,4,complete,2,0,2,priority,3
7889,pretentious,4,complete,2,0,2,not_recom,0
7890,pretentious,4,complete,2,0,1,recommended,3
7891,pretentious,4,complete,2,0,1,priority,3
7892,pretentious,4,complete,2,0,1,not_recom,0
7893,pretentious,4,complete,2,0,0,recommended,3
7894,pretentious,4,complete,2,0,0,priority,3
7895,pretentious,4,complete,2,0,0,not_recom,0
7896,pretentious,4,complete,2,0,2,recommended,3
7897,pretentious,4,complete,2,0,2,priority,3
7898,pretentious,4,complete,2,0,2,not_recom,0
7899,pretentious,4,complete,2,0,1,recommended,3
7900,pretentious,4,complete,2,0,1,priority,3
7901,pretentious,4,complete,2,0,1,not_recom,0
7902,pretentious,4,complete,2,2,0,recommended,3
7903,pretentious,4,complete,2,2,0,priority,3
7904,pretentious,4,complete,2,2,0,not_recom,0
7905,pretentious,4,complete,2,2,2,recommended,3
7906,pretentious,4,complete,2,2,2,priority,3
7907,pretentious,4,complete,2,2,2,not_recom,0
7908,pretentious,4,complete,2,2,1,recommended,3
7909,pretentious,4,complete,2,2,1,priority,3
7910,pretentious,4,complete,2,2,1,not_recom,0
7911,pretentious,4,complete,2,2,0,recommended,3
7912,pretentious,4,complete,2,2,0,priority,3
7913,pretentious,4,complete,2,2,0,not_recom,0
7914,pretentious,4,complete,2,2,2,recommended,3
7915,pretentious,4,complete,2,2,2,priority,3
7916,pretentious,4,complete,2,2,2,not_recom,0
7917,pretentious,4,complete,2,2,1,recommended,3
7918,pretentious,4,complete,2,2,1,priority,3
7919,pretentious,4,complete,2,2,1,not_recom,0
7920,pretentious,4,complete,2,1,0,recommended,3
7921,pretentious,4,complete,2,1,0,priority,3
7922,pretentious,4,complete,2,1,0,not_recom,0
7923,pretentious,4,complete,2,1,2,recommended,3
7924,pretentious,4,complete,2,1,2,priority,3
7925,pretentious,4,complete,2,1,2,not_recom,0
7926,pretentious,4,complete,2,1,1,recommended,3
7927,pretentious,4,complete,2,1,1,priority,3
7928,pretentious,4,complete,2,1,1,not_recom,0
7929,pretentious,4,complete,2,1,0,recommended,3
7930,pretentious,4,complete,2,1,0,priority,3
7931,pretentious,4,complete,2,1,0,not_recom,0
7932,pretentious,4,complete,2,1,2,recommended,3
7933,pretentious,4,complete,2,1,2,priority,3
7934,pretentious,4,complete,2,1,2,not_recom,0
7935,pretentious,4,complete,2,1,1,recommended,3
7936,pretentious,4,complete,2,1,1,priority,3
7937,pretentious,4,complete,2,1,1,not_recom,0
7938,pretentious,4,complete,3,0,0,recommended,1
7939,pretentious,4,complete,3,0,0,priority,3
7940,pretentious,4,complete,3,0,0,not_recom,0
7941,pretentious,4,complete,3,0,2,recommended,1
7942,pretentious,4,complete,3,0,2,priority,3
7943,pretentious,4,complete,3,0,2,not_recom,0
7944,pretentious,4,complete,3,0,1,recommended,3
7945,pretentious,4,complete,3,0,1,priority,3
7946,pretentious,4,complete,3,0,1,not_recom,0
7947,pretentious,4,complete,3,0,0,recommended,3
7948,pretentious,4,complete,3,0,0,priority,3
7949,pretentious,4,complete,3,0,0,not_recom,0
7950,pretentious,4,complete,3,0,2,recommended,3
7951,pretentious,4,complete,3,0,2,priority,3
7952,pretentious,4,complete,3,0,2,not_recom,0
7953,pretentious,4,complete,3,0,1,recommended,3
7954,pretentious,4,complete,3,0,1,priority,3
7955,pretentious,4,complete,3,0,1,not_recom,0
7956,pretentious,4,complete,3,2,0,recommended,3
7957,pretentious,4,complete,3,2,0,priority,3
7958,pretentious,4,complete,3,2,0,not_recom,0
7959,pretentious,4,complete,3,2,2,recommended,3
7960,pretentious,4,complete,3,2,2,priority,3
7961,pretentious,4,complete,3,2,2,not_recom,0
7962,pretentious,4,complete,3,2,1,recommended,3
7963,pretentious,4,complete,3,2,1,priority,3
7964,pretentious,4,complete,3,2,1,not_recom,0
7965,pretentious,4,complete,3,2,0,recommended,3
7966,pretentious,4,complete,3,2,0,priority,3
7967,pretentious,4,complete,3,2,0,not_recom,0
7968,pretentious,4,complete,3,2,2,recommended,3
7969,pretentious,4,complete,3,2,2,priority,3
7970,pretentious,4,complete,3,2,2,not_recom,0
7971,pretentious,4,complete,3,2,1,recommended,3
7972,pretentious,4,complete,3,2,1,priority,3
7973,pretentious,4,complete,3,2,1,not_recom,0
7974,pretentious,4,complete,3,1,0,recommended,3
7975,pretentious,4,complete,3,1,0,priority,3
7976,pretentious,4,complete,3,1,0,not_recom,0
7977,pretentious,4,complete,3,1,2,recommended,3
7978,pretentious,4,complete,3,1,2,priority,3
7979,pretentious,4,complete,3,1,2,not_recom,0
7980,pretentious,4,complete,3,1,1,recommended,3
7981,pretentious,4,complete,3,1,1,priority,3
7982,pretentious,4,complete,3,1,1,not_recom,0
7983,pretentious,4,complete,3,1,0,recommended,3
7984,pretentious,4,complete,3,1,0,priority,3
7985,pretentious,4,complete,3,1,0,not_recom,0
7986,pretentious,4,complete,3,1,2,recommended,3
7987,pretentious,4,complete,3,1,2,priority,3
7988,pretentious,4,complete,3,1,2,not_recom,0
7989,pretentious,4,complete,3,1,1,recommended,3
7990,pretentious,4,complete,3,1,1,priority,3
7991,pretentious,4,complete,3,1,1,not_recom,0
7992,pretentious,4,completed,0,0,0,recommended,1
7993,pretentious,4,completed,0,0,0,priority,3
7994,pretentious,4,completed,0,0,0,not_recom,0
7995,pretentious,4,completed,0,0,2,recommended,1
7996,pretentious,4,completed,0,0,2,priority,3
7997,pretentious,4,completed,0,0,2,not_recom,0
7998,pretentious,4,completed,0,0,1,recommended,3
7999,pretentious,4,completed,0,0,1,priority,3
8000,pretentious,4,completed,0,0,1,not_recom,0
8001,pretentious,4,completed,0,0,0,recommended,1
8002,pretentious,4,completed,0,0,0,priority,3
8003,pretentious,4,completed,0,0,0,not_recom,0
8004,pretentious,4,completed,0,0,2,recommended,1
8005,pretentious,4,completed,0,0,2,priority,3
8006,pretentious,4,completed,0,0,2,not_recom,0
8007,pretentious,4,completed,0,0,1,recommended,3
8008,pretentious,4,completed,0,0,1,priority,3
8009,pretentious,4,completed,0,0,1,not_recom,0
8010,pretentious,4,completed,0,2,0,recommended,1
8011,pretentious,4,completed,0,2,0,priority,3
8012,pretentious,4,completed,0,2,0,not_recom,0
8013,pretentious,4,completed,0,2,2,recommended,1
8014,pretentious,4,completed,0,2,2,priority,3
8015,pretentious,4,completed,0,2,2,not_recom,0
8016,pretentious,4,completed,0,2,1,recommended,3
8017,pretentious,4,completed,0,2,1,priority,3
8018,pretentious,4,completed,0,2,1,not_recom,0
8019,pretentious,4,completed,0,2,0,recommended,1
8020,pretentious,4,completed,0,2,0,priority,3
8021,pretentious,4,completed,0,2,0,not_recom,0
8022,pretentious,4,completed,0,2,2,recommended,1
8023,pretentious,4,completed,0,2,2,priority,3
8024,pretentious,4,completed,0,2,2,not_recom,0
8025,pretentious,4,completed,0,2,1,recommended,3
8026,pretentious,4,completed,0,2,1,priority,3
8027,pretentious,4,completed,0,2,1,not_recom,0
8028,pretentious,4,completed,0,1,0,recommended,3
8029,pretentious,4,completed,0,1,0,priority,3
8030,pretentious,4,completed,0,1,0,not_recom,0
8031,pretentious,4,completed,0,1,2,recommended,3
8032,pretentious,4,completed,0,1,2,priority,3
8033,pretentious,4,completed,0,1,2,not_recom,0
8034,pretentious,4,completed,0,1,1,recommended,3
8035,pretentious,4,completed,0,1,1,priority,3
8036,pretentious,4,completed,0,1,1,not_recom,0
8037,pretentious,4,completed,0,1,0,recommended,3
8038,pretentious,4,completed,0,1,0,priority,3
8039,pretentious,4,completed,0,1,0,not_recom,0
8040,pretentious,4,completed,0,1,2,recommended,3
8041,pretentious,4,completed,0,1,2,priority,3
8042,pretentious,4,completed,0,1,2,not_recom,0
8043,pretentious,4,completed,0,1,1,recommended,3
8044,pretentious,4,completed,0,1,1,priority,3
8045,pretentious,4,completed,0,1,1,not_recom,0
8046,pretentious,4,completed,1,0,0,recommended,1
8047,pretentious,4,completed,1,0,0,priority,3
8048,pretentious,4,completed,1,0,0,not_recom,0
8049,pretentious,4,completed,1,0,2,recommended,1
8050,pretentious,4,completed,1,0,2,priority,3
8051,pretentious,4,completed,1,0,2,not_recom,0
8052,pretentious,4,completed,1,0,1,recommended,3
8053,pretentious,4,completed,1,0,1,priority,3
8054,pretentious,4,completed,1,0,1,not_recom,0
8055,pretentious,4,completed,1,0,0,recommended,1
8056,pretentious,4,completed,1,0,0,priority,3
8057,pretentious,4,completed,1,0,0,not_recom,0
8058,pretentious,4,completed,1,0,2,recommended,1
8059,pretentious,4,completed,1,0,2,priority,3
8060,pretentious,4,completed,1,0,2,not_recom,0
8061,pretentious,4,completed,1,0,1,recommended,3
8062,pretentious,4,completed,1,0,1,priority,3
8063,pretentious,4,completed,1,0,1,not_recom,0
8064,pretentious,4,completed,1,2,0,recommended,1
8065,pretentious,4,completed,1,2,0,priority,3
8066,pretentious,4,completed,1,2,0,not_recom,0
8067,pretentious,4,completed,1,2,2,recommended,1
8068,pretentious,4,completed,1,2,2,priority,3
8069,pretentious,4,completed,1,2,2,not_recom,0
8070,pretentious,4,completed,1,2,1,recommended,3
8071,pretentious,4,completed,1,2,1,priority,3
8072,pretentious,4,completed,1,2,1,not_recom,0
8073,pretentious,4,completed,1,2,0,recommended,1
8074,pretentious,4,completed,1,2,0,priority,3
8075,pretentious,4,completed,1,2,0,not_recom,0
8076,pretentious,4,completed,1,2,2,recommended,1
8077,pretentious,4,completed,1,2,2,priority,3
8078,pretentious,4,completed,1,2,2,not_recom,0
8079,pretentious,4,completed,1,2,1,recommended,3
8080,pretentious,4,completed,1,2,1,priority,3
8081,pretentious,4,completed,1,2,1,not_recom,0
8082,pretentious,4,completed,1,1,0,recommended,3
8083,pretentious,4,completed,1,1,0,priority,3
8084,pretentious,4,completed,1,1,0,not_recom,0
8085,pretentious,4,completed,1,1,2,recommended,3
8086,pretentious,4,completed,1,1,2,priority,3
8087,pretentious,4,completed,1,1,2,not_recom,0
8088,pretentious,4,completed,1,1,1,recommended,3
8089,pretentious,4,completed,1,1,1,priority,3
8090,pretentious,4,completed,1,1,1,not_recom,0
8091,pretentious,4,completed,1,1,0,recommended,3
8092,pretentious,4,completed,1,1,0,priority,3
8093,pretentious,4,completed,1,1,0,not_recom,0
8094,pretentious,4,completed,1,1,2,recommended,3
8095,pretentious,4,completed,1,1,2,priority,3
8096,pretentious,4,completed,1,1,2,not_recom,0
8097,pretentious,4,completed,1,1,1,recommended,3
8098,pretentious,4,completed,1,1,1,priority,3
8099,pretentious,4,completed,1,1,1,not_recom,0
8100,pretentious,4,completed,2,0,0,recommended,1
8101,pretentious,4,completed,2,0,0,priority,3
8102,pretentious,4,completed,2,0,0,not_recom,0
8103,pretentious,4,completed,2,0,2,recommended,1
8104,pretentious,4,completed,2,0,2,priority,3
8105,pretentious,4,completed,2,0,2,not_recom,0
8106,pretentious,4,completed,2,0,1,recommended,3
8107,pretentious,4,completed,2,0,1,priority,3
8108,pretentious,4,completed,2,0,1,not_recom,0
8109,pretentious,4,completed,2,0,0,recommended,3
8110,pretentious,4,completed,2,0,0,priority,3
8111,pretentious,4,completed,2,0,0,not_recom,0
8112,pretentious,4,completed,2,0,2,recommended,3
8113,pretentious,4,completed,2,0,2,priority,3
8114,pretentious,4,completed,2,0,2,not_recom,0
8115,pretentious,4,completed,2,0,1,recommended,3
8116,pretentious,4,completed,2,0,1,priority,3
8117,pretentious,4,completed,2,0,1,not_recom,0
8118,pretentious,4,completed,2,2,0,recommended,3
8119,pretentious,4,completed,2,2,0,priority,3
8120,pretentious,4,completed,2,2,0,not_recom,0
8121,pretentious,4,completed,2,2,2,recommended,3
8122,pretentious,4,completed,2,2,2,priority,3
8123,pretentious,4,completed,2,2,2,not_recom,0
8124,pretentious,4,completed,2,2,1,recommended,3
8125,pretentious,4,completed,2,2,1,priority,3
8126,pretentious,4,completed,2,2,1,not_recom,0
8127,pretentious,4,completed,2,2,0,recommended,3
8128,pretentious,4,completed,2,2,0,priority,3
8129,pretentious,4,completed,2,2,0,not_recom,0
8130,pretentious,4,completed,2,2,2,recommended,3
8131,pretentious,4,completed,2,2,2,priority,3
8132,pretentious,4,completed,2,2,2,not_recom,0
8133,pretentious,4,completed,2,2,1,recommended,3
8134,pretentious,4,completed,2,2,1,priority,3
8135,pretentious,4,completed,2,2,1,not_recom,0
8136,pretentious,4,completed,2,1,0,recommended,3
8137,pretentious,4,completed,2,1,0,priority,3
8138,pretentious,4,completed,2,1,0,not_recom,0
8139,pretentious,4,completed,2,1,2,recommended,3
8140,pretentious,4,completed,2,1,2,priority,3
8141,pretentious,4,completed,2,1,2,not_recom,0
8142,pretentious,4,completed,2,1,1,recommended,3
8143,pretentious,4,completed,2,1,1,priority,3
8144,pretentious,4,completed,2,1,1,not_recom,0
8145,pretentious,4,completed,2,1,0,recommended,3
8146,pretentious,4,completed,2,1,0,priority,3
8147,pretentious,4,completed,2,1,0,not_recom,0
8148,pretentious,4,completed,2,1,2,recommended,3
8149,pretentious,4,completed,2,1,2,priority,3
8150,pretentious,4,completed,2,1,2,not_recom,0
8151,pretentious,4,completed,2,1,1,recommended,3
8152,pretentious,4,completed,2,1,1,priority,3
8153,pretentious,4,completed,2,1,1,not_recom,0
8154,pretentious,4,completed,3,0,0,recommended,1
8155,pretentious,4,completed,3,0,0,priority,3
8156,pretentious,4,completed,3,0,0,not_recom,0
8157,pretentious,4,completed,3,0,2,recommended,1
8158,pretentious,4,completed,3,0,2,priority,3
8159,pretentious,4,completed,3,0,2,not_recom,0
8160,pretentious,4,completed,3,0,1,recommended,3
8161,pretentious,4,completed,3,0,1,priority,3
8162,pretentious,4,completed,3,0,1,not_recom,0
8163,pretentious,4,completed,3,0,0,recommended,3
8164,pretentious,4,completed,3,0,0,priority,3
8165,pretentious,4,completed,3,0,0,not_recom,0
8166,pretentious,4,completed,3,0,2,recommended,3
8167,pretentious,4,completed,3,0,2,priority,3
8168,pretentious,4,completed,3,0,2,not_recom,0
8169,pretentious,4,completed,3,0,1,recommended,3
8170,pretentious,4,completed,3,0,1,priority,3
8171,pretentious,4,completed,3,0,1,not_recom,0
8172,pretentious,4,completed,3,2,0,recommended,3
8173,pretentious,4,completed,3,2,0,priority,3
8174,pretentious,4,completed,3,2,0,not_recom,0
8175,pretentious,4,completed,3,2,2,recommended,3
8176,pretentious,4,completed,3,2,2,priority,3
8177,pretentious,4,completed,3,2,2,not_recom,0
8178,pretentious,4,completed,3,2,1,recommended,3
8179,pretentious,4,completed,3,2,1,priority,3
8180,pretentious,4,completed,3,2,1,not_recom,0
8181,pretentious,4,completed,3,2,0,recommended,3
8182,pretentious,4,completed,3,2,0,priority,3
8183,pretentious,4,completed,3,2,0,not_recom,0
8184,pretentious,4,completed,3,2,2,recommended,3
8185,pretentious,4,completed,3,2,2,priority,3
8186,pretentious,4,completed,3,2,2,not_recom,0
8187,pretentious,4,completed,3,2,1,recommended,3
8188,pretentious,4,completed,3,2,1,priority,3
8189,pretentious,4,completed,3,2,1,not_recom,0
8190,pretentious,4,completed,3,1,0,recommended,3
8191,pretentious,4,completed,3,1,0,priority,3
8192,pretentious,4,completed,3,1,0,not_recom,0
8193,pretentious,4,completed,3,1,2,recommended,3
8194,pretentious,4,completed,3,1,2,priority,3
8195,pretentious,4,completed,3,1,2,not_recom,0
8196,pretentious,4,completed,3,1,1,recommended,3
8197,pretentious,4,completed,3,1,1,priority,3
8198,pretentious,4,completed,3,1,1,not_recom,0
8199,pretentious,4,completed,3,1,0,recommended,3
8200,pretentious,4,completed,3,1,0,priority,3
8201,pretentious,4,completed,3,1,0,not_recom,0
8202,pretentious,4,completed,3,1,2,recommended,3
8203,pretentious,4,completed,3,1,2,priority,3
8204,pretentious,4,completed,3,1,2,not_recom,0
8205,pretentious,4,completed,3,1,1,recommended,3
8206,pretentious,4,completed,3,1,1,priority,3
8207,pretentious,4,completed,3,1,1,not_recom,0
8208,pretentious,4,incomplete,0,0,0,recommended,1
8209,pretentious,4,incomplete,0,0,0,priority,3
8210,pretentious,4,incomplete,0,0,0,not_recom,0
8211,pretentious,4,incomplete,0,0,2,recommended,1
8212,pretentious,4,incomplete,0,0,2,priority,3
8213,pretentious,4,incomplete,0,0,2,not_recom,0
8214,pretentious,4,incomplete,0,0,1,recommended,3
8215,pretentious,4,incomplete,0,0,1,priority,3
8216,pretentious,4,incomplete,0,0,1,not_recom,0
8217,pretentious,4,incomplete,0,0,0,recommended,1
8218,pretentious,4,incomplete,0,0,0,priority,3
8219,pretentious,4,incomplete,0,0,0,not_recom,0
8220,pretentious,4,incomplete,0,0,2,recommended,1
8221,pretentious,4,incomplete,0,0,2,priority,3
8222,pretentious,4,incomplete,0,0,2,not_recom,0
8223,pretentious,4,incomplete,0,0,1,recommended,3
8224,pretentious,4,incomplete,0,0,1,priority,3
8225,pretentious,4,incomplete,0,0,1,not_recom,0
8226,pretentious,4,incomplete,0,2,0,recommended,1
8227,pretentious,4,incomplete,0,2,0,priority,3
8228,pretentious,4,incomplete,0,2,0,not_recom,0
8229,pretentious,4,incomplete,0,2,2,recommended,1
8230,pretentious,4,incomplete,0,2,2,priority,3
8231,pretentious,4,incomplete,0,2,2,not_recom,0
8232,pretentious,4,incomplete,0,2,1,recommended,3
8233,pretentious,4,incomplete,0,2,1,priority,3
